0, 0.6155528374939376
1, 0.5139800099991967
2, 0.47679293888321317
3, 0.36855749067582666
4, 0.33842734765347493
5, 0.42337006026991053
6, 0.3711426985788007
7, 0.34147495130794603
8, 0.30520216075480544
9, 0.234223839710791
10, 0.21389359373669714
11, 0.36566581495745815
12, 0.2781016126672351
13, 0.28285264758342965
14, 0.194751083262164
15, 0.21227603893433142
16, 0.3657371529486549
17, 0.29502063123365996
18, 0.28666229480780664
19, 0.2648974851039625
20, 0.2322777430538409
21, 0.17953542726534727
22, 0.14276841063097395
23, 0.23441744807214113
24, 0.34047790244304826
25, 0.2640299514214248
26, 0.19876753517870777
27, 0.14322652177373146
28, 0.11430420584299472
29, 0.19659595658224352
30, 0.23637883603841212
31, 0.2054613067025408
32, 0.1939511995510018
33, 0.14837430520697464
34, 0.10725969825292023
35, 0.08426691708199495
36, 0.07499424666939802
37, 0.08018282107140706
38, 0.07294731933200808
39, 0.08340904278111427
40, 0.06673206914766269
41, 0.06715755993166427
42, 0.059378670125543584
43, 0.05802113563937439
44, 0.057547924274152035
45, 0.05732131159757411
46, 0.057152769406632116
47, 0.05700619403097679
48, 0.056873629654779954
49, 0.05675196721883767
50, 0.056639240001693146
51, 0.056534096917597025
52, 0.05643344809557313
53, 0.05633833351907447
54, 0.05624692749782528
55, 0.0561582978497607
56, 0.05607186430117936
57, 0.055987548330022584
58, 0.055905846542695224
59, 0.05582655562383561
60, 0.05574960962603108
61, 0.05567385040876242
62, 0.055599818822281044
63, 0.055528216392056406
64, 0.055457834494533655
65, 0.055389500575231704
66, 0.055323296229659036
67, 0.0552578043654828
68, 0.055192958653768415
69, 0.05512872782868779
70, 0.05506523080328857
71, 0.05500388585880868
72, 0.05494304167469438
73, 0.05488306615007889
74, 0.054823832934673855
75, 0.05476482185740299
76, 0.05470606022466506
77, 0.05464798218748639
78, 0.05459110512141131
79, 0.05453565227062539
80, 0.054481298418437116
81, 0.054427385384959344
82, 0.05437373469361918
83, 0.05432121493040447
84, 0.05426925830472856
85, 0.054218336184006594
86, 0.054168243293071607
87, 0.05411893599947125
88, 0.05407004432041214
89, 0.054021457901785946
90, 0.0539731389985142
91, 0.053924962239027485
92, 0.05387728722344631
93, 0.053830461728965606
94, 0.053784158275441404
95, 0.0537384020976038
96, 0.05369324403417628
97, 0.0536487241647534
98, 0.05360433806154437
99, 0.05356043634105778
